;WT;RIC;EBV_d2;EBV_d4;EBV_d7;EBV_d14
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY;0;0;0;0;0;1
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION;0;1;0;0;0;0
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY;1;1;0;0;1;1
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND;1;1;0;0;0;0
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION;1;1;0;0;0;0
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS;1;1;0;0;0;0
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY;1;0;1;0;0;1
GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS;0;0;0;0;0;1
GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION;0;1;1;0;0;0
GOBP_REGULATION_OF_HEMOPOIESIS;1;1;0;0;0;0
GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION;0;1;0;0;0;0
GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION;1;0;0;0;0;0
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS;0;0;0;0;1;1
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE;0;1;0;0;0;1
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE;0;0;0;0;0;1
GOBP_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS;0;0;0;1;0;0
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY;1;1;0;0;0;0
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR;1;1;0;0;0;0
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE;1;1;0;0;0;0
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION;0;0;0;0;0;1
GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS;0;0;0;1;1;1
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS;1;1;0;1;1;1
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION;1;1;0;0;1;1
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY;0;0;0;0;1;1
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION;1;1;0;1;1;1
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION;1;0;0;0;1;1
GOBP_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING;0;0;0;1;1;1
GOBP_REGULATION_OF_LIPID_KINASE_ACTIVITY;1;1;0;0;0;0
GOBP_REGULATION_OF_LIPID_LOCALIZATION;1;1;0;0;0;0
GOBP_REGULATION_OF_LIPID_STORAGE;0;1;0;0;0;0
GOBP_REGULATION_OF_LIPID_TRANSPORT;1;1;0;0;0;0
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY;1;0;0;0;1;1
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION;1;1;0;0;0;0
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION;1;0;0;0;0;0
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS;0;0;0;0;0;1
GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS;0;0;1;1;1;1
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION;1;0;0;0;1;1
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY;0;0;0;0;1;1
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION;1;0;1;1;1;1
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION;0;1;0;0;0;0
GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS;0;1;0;0;0;0
GOBP_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION;1;1;0;0;0;0
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION;1;1;0;0;1;1
GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY;0;1;0;0;0;0
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE;0;0;0;1;1;1
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY;1;1;1;1;0;1
GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS;1;1;0;0;0;0
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION;0;0;1;1;1;1
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION;0;0;0;0;1;1
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION;0;0;1;1;1;1
GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION;1;0;1;1;0;1
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY;1;0;1;0;0;1
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS;1;0;1;0;0;0
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL;1;0;1;0;0;0
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY;1;0;1;0;0;0
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION;0;0;1;0;0;1
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE;1;1;1;1;1;1
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION;1;1;1;1;1;1
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT;0;1;0;0;0;0
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION;1;1;1;1;1;1
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION;1;1;1;1;1;1
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY;1;0;0;0;0;0
GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS;0;0;0;1;1;1
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION;1;1;1;1;1;1
GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY;0;0;0;0;1;1
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM;0;0;0;0;0;1
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH;0;1;0;0;0;0
GOBP_REGULATION_OF_MUSCLE_ADAPTATION;0;1;0;0;0;0
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY;0;1;0;0;0;0
GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT;0;1;0;0;0;0
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS;0;1;0;0;0;0
GOBP_REGULATION_OF_MYELINATION;0;1;0;0;0;1
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS;0;0;0;0;1;1
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION;1;1;0;0;0;0
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION;1;1;0;0;1;1
GOBP_REGULATION_OF_MYOBLAST_FUSION;0;0;0;0;1;0
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION;0;0;0;0;0;1
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY;0;1;0;0;0;0
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT;0;1;0;0;0;0
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS;1;1;0;0;1;1
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION;0;1;0;0;1;1
GOBP_REGULATION_OF_NEURON_MIGRATION;0;1;0;0;0;0
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY;0;1;0;0;0;0
GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS;0;0;0;0;0;1
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION;1;0;0;0;0;1
GOBP_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING;0;0;0;1;1;1
GOBP_REGULATION_OF_NMDA_RECEPTOR_ACTIVITY;0;0;0;0;0;1
GOBP_REGULATION_OF_NUCLEAR_DIVISION;1;1;1;1;1;1
GOBP_REGULATION_OF_NUCLEASE_ACTIVITY;0;0;1;1;0;0
GOBP_REGULATION_OF_OSSIFICATION;0;1;0;0;0;0
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION;0;1;0;0;0;0
GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION;0;1;0;0;1;1
GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION;1;0;0;0;0;0
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH;0;1;0;0;0;0
GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY;0;0;0;0;1;1
GOBP_REGULATION_OF_P38MAPK_CASCADE;0;1;0;0;0;0
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY;1;0;0;0;1;1
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION;0;1;0;0;0;0
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN;0;0;0;1;1;0
GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION;0;1;0;0;0;0
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION;1;1;0;0;0;0
GOBP_REGULATION_OF_PHAGOCYTOSIS;1;1;0;0;0;0
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY;1;1;0;0;0;0
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING;0;0;0;0;1;1
GOBP_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY;0;0;0;0;1;0
GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY;0;0;0;0;1;1
GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS;0;0;0;0;1;1
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS;0;0;0;1;1;1
GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY;1;0;0;0;0;0
GOBP_REGULATION_OF_PLATELET_ACTIVATION;1;0;0;0;0;0
GOBP_REGULATION_OF_PLATELET_AGGREGATION;1;0;0;0;0;0
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE;0;0;0;0;0;1
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION;1;1;0;0;0;0
GOBP_REGULATION_OF_PROTEIN_IMPORT;0;1;0;0;0;0
GOBP_REGULATION_OF_PROTEIN_KINASE_ACTIVITY;0;1;0;0;0;0
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY;1;1;0;0;0;0
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE;0;1;0;0;0;0
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS;0;1;1;0;0;0
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE;0;1;0;0;0;0
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY;0;1;0;1;1;1
GOBP_REGULATION_OF_PROTEIN_STABILITY;1;0;0;0;0;0
GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY;1;0;0;0;0;0
GOBP_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE;0;1;0;0;0;0
GOBP_REGULATION_OF_RECEPTOR_RECYCLING;0;0;1;0;0;0
GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT;0;0;0;0;0;1
GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA;1;1;0;0;0;0
GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS;0;1;0;0;0;0
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS;0;0;0;1;1;1
GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS;0;0;1;1;0;0
GOBP_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS;0;1;0;0;0;0
GOBP_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES;0;1;0;0;0;0
GOBP_REGULATION_OF_RESPONSE_TO_TUMOR_CELL;0;0;1;0;1;1
GOBP_REGULATION_OF_SENSORY_PERCEPTION;0;0;0;0;1;0
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR;1;1;0;0;0;0
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY;0;1;0;0;0;0
GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION;0;0;1;1;0;0
GOBP_REGULATION_OF_SPINDLE_ASSEMBLY;1;0;0;1;0;1
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION;1;0;1;1;1;1
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS;1;0;0;0;0;0
GOBP_REGULATION_OF_STEROL_TRANSPORT;1;1;0;0;0;0
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY;0;1;0;0;0;0
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC;0;1;0;0;0;0
GOBP_REGULATION_OF_SYSTEM_PROCESS;0;1;0;0;0;0
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN;0;0;0;0;1;1
GOBP_REGULATION_OF_T_CELL_ACTIVATION;1;0;0;1;1;1
GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS;0;0;1;1;1;1
GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS;0;0;0;1;1;1
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION;1;0;0;0;0;1
GOBP_REGULATION_OF_T_CELL_MIGRATION;1;1;0;1;1;1
GOBP_REGULATION_OF_T_CELL_PROLIFERATION;1;0;0;1;1;1
GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY;0;0;0;1;0;1
GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE;0;0;0;0;1;1
GOBP_REGULATION_OF_TELOMERASE_ACTIVITY;1;0;0;0;0;0
GOBP_REGULATION_OF_TELOMERE_CAPPING;0;0;0;1;0;0
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE;0;0;1;1;0;0
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING;0;0;1;1;0;0
GOBP_REGULATION_OF_TISSUE_REMODELING;1;1;0;0;0;0
GOBP_REGULATION_OF_TOLERANCE_INDUCTION;0;0;1;0;1;1
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY;0;1;0;0;0;0
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I;0;0;1;0;0;0
GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE;1;1;0;0;0;0
GOBP_REGULATION_OF_TRANSLATIONAL_FIDELITY;0;0;1;0;0;0
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY;0;1;0;0;0;0
GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS;0;1;0;0;0;0
GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY;0;0;1;1;1;1
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY;1;1;1;1;1;1
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY;1;0;1;1;0;0
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION;0;0;0;0;1;1
GOBP_REGULATION_OF_VASCULAR_PERMEABILITY;1;1;0;0;0;0
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT;1;1;0;0;0;0
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION;1;0;1;1;1;1
GOBP_REGULATION_OF_VIRAL_PROCESS;0;0;1;1;1;1
GOBP_REGULATORY_T_CELL_DIFFERENTIATION;1;0;0;0;1;1
GOBP_RELAXATION_OF_MUSCLE;0;1;0;0;0;0
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA;1;1;0;0;0;0
GOBP_RENAL_VESICLE_DEVELOPMENT;0;0;0;0;1;0
GOBP_REPLICATION_FORK_PROCESSING;0;0;1;1;1;1
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT;0;1;0;0;0;0
GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY;0;0;1;1;1;1
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN;1;0;1;1;1;1
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT;0;1;0;0;0;0
GOBP_RESPONSE_TO_ACID_CHEMICAL;1;1;0;0;0;0
GOBP_RESPONSE_TO_ALKALOID;0;1;0;0;0;0
GOBP_RESPONSE_TO_AMYLOID_BETA;1;0;0;0;0;0
GOBP_RESPONSE_TO_ANGIOTENSIN;1;1;0;0;0;0
GOBP_RESPONSE_TO_ANTIBIOTIC;1;0;0;0;0;0
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE;1;1;0;0;0;0
GOBP_RESPONSE_TO_BACTERIUM;1;0;0;0;0;0
GOBP_RESPONSE_TO_CADMIUM_ION;0;0;1;0;0;0
GOBP_RESPONSE_TO_CAMP;0;1;0;0;0;0
GOBP_RESPONSE_TO_CARBOHYDRATE;0;1;0;0;0;0
GOBP_RESPONSE_TO_CHEMOKINE;1;1;0;0;1;1
GOBP_RESPONSE_TO_COPPER_ION;1;0;1;1;1;1
GOBP_RESPONSE_TO_CORTICOSTEROID;1;1;0;0;0;0
GOBP_RESPONSE_TO_DSRNA;0;0;1;0;0;1
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS;0;1;0;0;0;0
GOBP_RESPONSE_TO_ESTRADIOL;1;1;0;1;1;1
GOBP_RESPONSE_TO_FATTY_ACID;0;1;0;0;0;0
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR;0;1;0;0;0;0
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE;0;0;1;0;1;1
GOBP_RESPONSE_TO_GAMMA_RADIATION;1;1;1;1;1;0
GOBP_RESPONSE_TO_GONADOTROPIN;0;0;0;0;1;1
GOBP_RESPONSE_TO_GROWTH_FACTOR;0;1;0;0;0;0
GOBP_RESPONSE_TO_GROWTH_HORMONE;0;0;0;0;1;0
GOBP_RESPONSE_TO_HEAT;1;1;0;0;0;0
GOBP_RESPONSE_TO_HYDROPEROXIDE;0;0;0;0;0;1
GOBP_RESPONSE_TO_INTERFERON_ALPHA;0;0;1;1;1;1
GOBP_RESPONSE_TO_INTERFERON_BETA;0;0;1;1;1;1
GOBP_RESPONSE_TO_INTERFERON_GAMMA;1;0;1;1;1;1
GOBP_RESPONSE_TO_INTERLEUKIN_1;1;1;0;0;1;1
GOBP_RESPONSE_TO_INTERLEUKIN_4;1;1;0;0;0;0
GOBP_RESPONSE_TO_IONIZING_RADIATION;0;0;1;1;1;1
GOBP_RESPONSE_TO_ISCHEMIA;0;1;0;0;0;1
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR;1;1;0;0;0;0
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN;1;0;0;1;1;1
GOBP_RESPONSE_TO_MONOSACCHARIDE;0;1;0;0;0;0
GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR;0;1;0;0;0;0
GOBP_RESPONSE_TO_NITRIC_OXIDE;0;0;1;1;0;1
GOBP_RESPONSE_TO_NUTRIENT;1;1;1;1;1;1
GOBP_RESPONSE_TO_OXIDATIVE_STRESS;0;1;0;1;1;1
GOBP_RESPONSE_TO_OXYGEN_LEVELS;1;1;0;0;1;1
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND;0;1;0;0;0;0
GOBP_RESPONSE_TO_RETINOIC_ACID;1;0;0;0;0;0
GOBP_RESPONSE_TO_STEROL;0;1;0;0;0;0
GOBP_RESPONSE_TO_THYROID_HORMONE;1;0;0;0;0;0
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE;1;1;1;1;1;1
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR;1;1;1;1;1;1
GOBP_RESPONSE_TO_TYPE_I_INTERFERON;0;0;1;1;1;1
GOBP_RESPONSE_TO_UV;0;0;1;0;0;0
GOBP_RESPONSE_TO_VIRUS;1;0;1;1;1;1
GOBP_RESPONSE_TO_VITAMIN_D;1;1;0;0;1;0
GOBP_RESPONSE_TO_WOUNDING;1;1;0;0;0;0
GOBP_RESPONSE_TO_X_RAY;0;0;1;1;1;1
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS;1;1;0;0;0;0
GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY;1;1;0;0;0;0
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM;0;0;0;0;0;1
GOBP_RHYTHMIC_BEHAVIOR;0;1;0;0;0;0
GOBP_RHYTHMIC_PROCESS;0;1;0;0;0;0
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS;1;0;1;1;0;0
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION;1;0;1;0;0;0
GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS;0;0;0;1;1;1
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS;1;0;1;1;1;1
GOBP_RIBONUCLEOSIDE_METABOLIC_PROCESS;0;0;0;1;1;1
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS;1;1;1;1;1;1
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS;0;0;1;1;1;1
GOBP_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS;1;1;1;1;1;1
GOBP_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS;1;0;1;1;1;1
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS;1;1;1;1;1;1
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS;1;0;1;1;1;1
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY;1;0;1;0;0;0
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS;1;1;1;1;0;0
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY;1;0;1;0;0;0
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS;1;1;1;1;0;1
GOBP_RIBOSOME_ASSEMBLY;1;1;1;1;0;0
GOBP_RIBOSOME_BIOGENESIS;1;0;1;1;1;1
GOBP_RIG_I_SIGNALING_PATHWAY;0;0;1;1;1;1
GOBP_RNA_3_END_PROCESSING;0;0;1;1;0;0
GOBP_RNA_5_END_PROCESSING;0;0;1;1;0;1
GOBP_RNA_CATABOLIC_PROCESS;0;0;1;0;0;0
GOBP_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS;1;0;1;1;0;0
GOBP_RNA_LOCALIZATION;0;0;1;0;0;0
GOBP_RNA_METHYLATION;0;0;1;0;0;0
GOBP_RNA_MODIFICATION;0;0;1;1;0;1
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS;0;0;1;1;1;1
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC;0;0;1;1;1;1
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC;0;0;1;0;0;0
GOBP_RNA_SURVEILLANCE;0;0;1;0;0;0
GOBP_ROOF_OF_MOUTH_DEVELOPMENT;0;1;0;0;0;0
GOBP_RRNA_METABOLIC_PROCESS;1;0;1;1;1;1
GOBP_RRNA_METHYLATION;0;0;1;1;0;0
GOBP_RRNA_MODIFICATION;1;0;1;1;0;0
GOBP_RRNA_TRANSCRIPTION;0;0;1;1;0;0
GOBP_RUFFLE_ASSEMBLY;0;0;0;0;1;0
GOBP_SALIVARY_GLAND_DEVELOPMENT;0;1;0;0;0;0
GOBP_SCHWANN_CELL_DIFFERENTIATION;1;0;0;0;0;0
GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING;0;1;0;0;1;0
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS;1;0;0;1;1;1
GOBP_SECRETION_BY_TISSUE;0;1;0;0;0;0
GOBP_SEGMENTATION;0;1;0;0;0;0
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY;1;1;0;0;0;0
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE;0;0;0;0;1;1
GOBP_SENSORY_ORGAN_DEVELOPMENT;0;1;0;0;0;0
GOBP_SENSORY_PERCEPTION_OF_PAIN;1;1;0;0;1;1
GOBP_SENSORY_SYSTEM_DEVELOPMENT;0;1;0;0;0;0
GOBP_SEQUESTERING_OF_CALCIUM_ION;0;0;0;0;1;1
GOBP_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS;0;0;1;1;1;1
GOBP_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS;0;1;1;1;1;1
GOBP_SERTOLI_CELL_DIFFERENTIATION;0;0;0;0;1;0
GOBP_SEX_DETERMINATION;0;0;0;0;1;0
GOBP_SEX_DIFFERENTIATION;0;1;0;0;0;0
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR;1;1;1;1;1;1
GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND;1;1;0;0;0;0
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE;1;1;1;1;1;1
GOBP_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE;0;0;0;1;1;1
GOBP_SISTER_CHROMATID_COHESION;0;1;1;1;1;1
GOBP_SISTER_CHROMATID_SEGREGATION;1;1;1;1;1;1
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS;0;1;0;0;0;0
GOBP_SKIN_DEVELOPMENT;0;0;0;0;1;0
GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS;1;0;0;0;0;0
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS;0;0;1;1;1;1
